2NE1	Q171885
K. P. H. Notoprojo	Q347239
The Notorious B.I.G.	Q179157
Charles Howard, 1st Earl of Nottingham	Q954089
Ramsey Nouah	Q3510652
Jean Nouvel	Q214317
Kim Novak	Q212879
Novalis	Q60684
Ramon Novarro	Q711642
Ivor Novello	Q436693
Jean-Georges Noverre	Q365581
Nikolay Novikov	Q747538
Konstantin Novoselov	Q106494
Lisa Nowak	Q49264
Dirk Nowitzki	Q44068
Alfred Noyes	Q1390604
Robert Nozick	Q205927
NSYNC	Q154454
Sam Nujoma	Q154104
Amanda Nunes	Q4739716
Álvar Núñez Cabeza de Vaca	Q250763
Vasco Núñez de Balboa	Q19080
Rafael Núñez	Q683532
Nuon Chea	Q379225
Khabib Nurmagomedov	Q3526023
Paul Nurse	Q219716
Emily Nussbaum	Q22279443
Martha Nussbaum	Q235470
Christiane Nüsslein-Volhard	Q77174
Nutan	Q146444
Bill Nye	Q2619019
Kristen Nygaard	Q92744
Nyi Pu	Q7071107
Matti Nykänen	Q16849
Sven Nykvist	Q312290
Lupita Nyong'o	Q3840847
Nyuserre Ini	Q269200
Nial O'Glacan	Q16258087
O-Zone	Q4562
Annie Oakley	Q230935
Geoffrey Lawrence, 1st Baron Oaksey	Q336459
Oasis (band)	Q382890
Joyce Carol Oates	Q217557
Titus Oates	Q734446
Michelle Obama	Q13133
Hermann Oberth	Q78503
Teodoro Obiang Nguema Mbasogo	Q57385
Milton Obote	Q210069
Álvaro Obregón	Q217498
Conan O'Brien	Q486740
Edmond O'Brien	Q119935
Edna O'Brien	Q178225
Larry O'Brien	Q164463
Willis H. O'Brien	Q1386416
Abdullah Öcalan	Q191530
Turlough O'Carolan	Q335838
Seán O'Casey	Q315170
Frank Ocean	Q357645
Punsalmaagiin Ochirbat	Q887753
Lorena Ochoa	Q27194
Phil Ochs	Q379802
Johannes Ockeghem	Q143059
Carroll O'Connor	Q555487
Donald O'Connor	Q348345
Flannery O'Connor	Q234579
Sandra Day O'Connor	Q11132
Eiichiro Oda	Q2010
Joe Odagiri	Q288114
Davíð Oddsson	Q298030
Clifford Odets	Q734944
Odetta	Q237633
Odoacer	Q103333
Rosie O'Donnell	Q272929
Brian O'Driscoll	Q912889
Étienne Oehmichen	Q242071
Al Oerter	Q52642
Offa of Mercia	Q233573
Jacques Offenbach	Q41555
Nikolai Ogarkov	Q48097
Ogata Kenzan	Q534279
Ogata Kōrin	Q952938
Mimei Ogawa	Q343215
Tade Ogidan	Q20685719
David Ogilvy (businessman)	Q198743
Hubert Ogunde	Q3142084
Sadaharu Oh	Q732103
Frank O'Hara	Q951010
John O'Hara	Q548345
Maureen O'Hara	Q229276
Daisuke Ohata	Q1081019
Bernardo O'Higgins	Q28930
Otto Ohlendorf	Q57575
Bertil Ohlin	Q179493
Apolo Ohno	Q329738
Kazuo Ohno	Q385688
Shohei Ohtani	Q4391858
David Oistrakh	Q47120
Alonso de Ojeda	Q313369
Chukwuemeka Odumegwu Ojukwu	Q380670
Tsuneko Okazaki	Q460940
Uche Okeke	Q15461959
Lorenz Oken	Q55069834
Stephanie Okereke Linus	Q538774
Ivan Okhlobystin	Q140738
Christopher Okigbo	Q339020
Jay-Jay Okocha	Q605817
Yvonne Okoro	Q8062494
Marc Okrand	Q714935
Ōkubo Toshimichi	Q356118
Bulat Okudzhava	Q239652
Hakeem Olajuwon	Q273256
Saint Olaf	Q208331
Heinrich Wilhelm Matthias Olbers	Q75828
Claes Oldenburg	Q156731
Murat Reis the Elder	Q3141040
Barney Oldfield	Q808483
Gary Oldman	Q83492
Sharon Olds	Q3180469
Oleg the Wise	Q6131983
Olga of Kiev	Q193198
Mark Oliphant	Q727443
João Figueiredo	Q192377
Alberto de Oliveira	Q1789301
Manoel de Oliveira	Q43264
Jamie Oliver	Q190051
John Oliver	Q1701254
King Oliver	Q313368
Mary Oliver	Q454836
Merlin Olsen	Q952127
Olympias	Q223134
Sylvanus Olympio	Q312667
Bennet Omalu	Q21061430
Omar Ali Saifuddien III	Q40512
Mullah Omar	Q193968
Thierry Omeyer	Q134709
Pierre Omidyar	Q348483
Aristotle Onassis	Q180455
Jacqueline Kennedy Onassis	Q165421
Michael Ondaatje	Q313593
Adam Ondra	Q350568
One Direction	Q146027
Shaquille O'Neal	Q169452
Tatum O'Neal	Q230138
Buck O'Neil	Q2398459
Ed O'Neill	Q16758
Eugene O'Neill	Q93157
Peter O'Neill	Q57892
Michel Onfray	Q7060
Juan Carlos Onganía	Q365326
Onjo of Paekche	Q497285
Jiro Ono	Q3179273
Takashi Ono (gymnast)	Q372171
Yoko Ono	Q117012
Bruce Onobrakpeya	Q3645490
Flann O'Brien	Q469093
Jan Oort	Q309861
Max Ophüls	Q55410
Amelia Opie	Q1076511
George Oppen	Q3101810
E. Phillips Oppenheim	Q163069
Ernest Oppenheimer	Q819374
Viktor Orbán	Q57641
Roy Orbison	Q188426
Ordoño II of León	Q333676
Willie O'Ree	Q724358
Bill O'Reilly (cricketer)	Q2738964
Bill O'Reilly (political commentator)	Q310953
José María Orellana	Q885550
Francisco de Orellana	Q207901
Nicole Oresme	Q310777
Carl Orff	Q44086
Mathieu Orfila	Q704342
Naser Orić	Q361189
Original Dixieland Jass Band	Q933710
Vittorio Emanuele Orlando	Q297793
Lyubov Orlova	Q236229
José Clemente Orozco	Q332041
Bobby Orr	Q348017
Orry-Kelly	Q922527
Amancio Ortega	Q29279
José Ortega y Gasset	Q153020
Daniel Ortega	Q57402
Abraham Ortelius	Q232916
Manuel Ortiz Guerrero	Q6321725
Sherry Ortner	Q2278440
Joe Orton	Q368866
Sono Osato	Q7562144
John Osborne	Q313841
Ozzy Osbourne	Q133151
Carl Osburn	Q726114
Osei Kofi Tutu I	Q713080
Frances Sargent Osgood	Q2671428
Douglas Osheroff	Q206405
Mamoru Oshii	Q285084
Ōshikōchi no Mitsune	Q385896
Hiroshi Ōshima	Q385936
Nagisa Ōshima	Q55403
William Osler	Q369668
Mir Osman Ali Khan	Q468298
Hâfiz Osman	Q5963076
Nakkaş Osman	Q6419363
M. A. G. Osmani	Q140085
Manuel Luís Osório, Marquis of Erval	Q2463446
Osorkon I	Q515574
Mariano Ospina Rodríguez	Q2838427
Carl von Ossietzky	Q76358
Joel Osteen	Q468048
Elinor Ostrom	Q153761
Alexander Ostrovsky	Q171976
Nikolai Ostrovsky	Q271853
Wilhelm Ostwald	Q12658
Ronnie O'Sullivan	Q190782
Oswald of Northumbria	Q336016
Lee Harvey Oswald	Q48745
La Belle Otero	Q275991
Elisha Otis	Q171413
Paul Otlet	Q1868
Ōtomo no Yakamochi	Q386308
Merlene Ottey	Q217358
Otto IV, Holy Roman Emperor	Q151457
Otto II, Holy Roman Emperor	Q150512
Otto III, Holy Roman Emperor	Q151090
Frei Otto	Q64412
Ottokar II of Bohemia	Q150320
Ötzi	Q171291
Idrissa Ouédraogo	Q113628
Caroline Ouellette	Q2560517
William Oughtred	Q311491
Mohamed Ould Abdel Aziz	Q294969
Our Lady of Guadalupe	Q31877
Maria Ouspenskaya	Q255808
Richard F. Outcault	Q737068
Outkast	Q472595
Ouyang Xun	Q1207679
Alexander Ovechkin	Q311374
Ovonramwen	Q7114198
Owain Glyndŵr	Q317279
John Owen (epigrammatist)	Q1230607
Richard Owen	Q151556
Robert Owen	Q179374
Wilfred Owen	Q212719
Axel Oxenstierna	Q155127
Ōyama Iwao	Q359819
Mas Oyama	Q294548
Amos Oz	Q151872
Ozaki Kōyō	Q975273
Turgut Özal	Q180280
Darrell Pace	Q1166597
Johann Pachelbel	Q76485
Al Pacino	Q41163
Luca Pacioli	Q87620
David Packard	Q380484
Kerry Packer	Q1412816
Manny Pacquiao	Q486359
Pacuvius	Q314677
Ignacy Jan Paderewski	Q191957
Daniel Padilla	Q5218378
Robin Padilla	Q3543654
Deepika Padukone	Q159178
José Antonio Páez	Q304900
Bettie Page	Q61898
Geraldine Page	Q228650
Jimmy Page	Q165467
Larry Page	Q4934
Patti Page	Q175759
Camille Paglia	Q255463
Satchel Paige	Q555730
Nam June Paik	Q158056
Paik Sun-yup	Q486416
Bob Paisley	Q314436
Ian Paisley	Q296597
Alexey Pajitnov	Q92600
Pak Kyongni	Q39963
Pak Se-ri	Q264816
Tio Pakusadewo	Q12521589
Radhabinod Pal	Q116016
Jan Palach	Q192893
František Palacký	Q159642
Chuck Palahniuk	Q268181
Andreas Palaiologos	Q499876
Constantine XI Palaiologos	Q37142
Jack Palance	Q193653
Babe Paley	Q3632375
William S. Paley	Q1288608
Peter Simon Pallas	Q155914
Etta Palm d'Aelders	Q459515
Olof Palme	Q53713
Alice Freeman Palmer	Q2646888
Arnold Palmer	Q9434
B. J. Palmer	Q2886067
Clive Palmer	Q550879
Daniel David Palmer	Q943655
Phoebe Palmer	Q1235038
Gwyneth Paltrow	Q34460
Kristjan Palusalu	Q1789405
Pamphile of Epidaurus	Q3361814
Pan Hong	Q9024599
Mangal Pandey	Q382027
Radhika Pandit	Q7280244
Pandrosion	Q63456919
Pandukabhaya	Q7130763
Jatavarman Sundara Pandyan I	Q3536291
Rithy Panh	Q1683688
Anthony Panizzi	Q550515
Sylvia Pankhurst	Q298213
Anton Pannekoek	Q347930
Francesco Pannofino	Q808664
Erwin Panofsky	Q57656
Pantera	Q180880
Verner Panton	Q510955
Frank Pantridge	Q5488886
Pasquale Paoli	Q152346
Papa Wemba	Q736274
Alexandros Papagos	Q312046
Papias of Hierapolis	Q273053
Denis Papin	Q106208
Papinian	Q315765
László Papp	Q296473
Ilan Pappé	Q462874
Pappus of Alexandria	Q211783
Anna Paquin	Q199884
Vanessa Paradis	Q51023
Sergei Parajanov	Q311311
Parameswara of Malacca	Q3363540
Paramore	Q473466
Don Pardo	Q2704814
Ambroise Paré	Q276480
Asha Parekh	Q3595311
Derek Parfit	Q962160
Charles Fox Parham	Q1064415
Parikshit	Q2046277
Jean Parisot de Valette	Q264097
Park Bo-gum	Q15977222
Park Chan-wook	Q315484
Park Geun-hye	Q138048
Inbee Park	Q2690977
J.Y. Park	Q483283
Mungo Park (explorer)	Q219086
Nick Park	Q336206
Robert E. Park	Q919081
Ruth Park	Q3116934
Park Sung-hyun (archer)	Q233884
Park Wan-suh	Q465489
Colonel Tom Parker	Q533864
Dorothy Parker	Q270707
George Safford Parker	Q3081252
Robert Parker (wine critic)	Q594156
Sarah Jessica Parker	Q170530
Sean Parker	Q328929
Suzy Parker	Q448282
Trey Parker	Q44414
William H. Parker (police officer)	Q8010542
Henry Parkes	Q1607143
Michael Parkinson	Q6035890
Francis Parkman	Q1340161
Gordon Parks	Q365682
Peter Parler	Q61332
Parliament-Funkadelic	Q3353842
Parmenides	Q125551
Parmenion	Q296233
Parmigianino	Q9348
Charles Stewart Parnell	Q317436
Violeta Parra	Q230499
Vernon Louis Parrington	Q2517365
Edward Parry (Royal Navy officer, born 1790)	Q437310
Pārśvanātha	Q1400271
Alan Parsons	Q212089
Elsie Clews Parsons	Q523870
Estelle Parsons	Q232541
Gram Parsons	Q438124
Jack Parsons	Q331497
Louella Parsons	Q249143
Lucy Parsons	Q3090218
Arvo Pärt	Q189534
Harry Partch	Q201494
Barbara H. Partee	Q450773
Abida Parveen	Q2537790
Farida Parveen	Q3066919
Edurne Pasaban	Q253244
Spede Pasanen	Q3735273
Pope Paschal II	Q227967
Nikola Pašić	Q313843
Pier Paolo Pasolini	Q25120
Frédéric Passy	Q180409
Jaco Pastorius	Q211136
Andrés Pastrana Arango	Q315975
Travis Pastrana	Q379510
Joe Paterno	Q546591
Katherine Paterson	Q236321
Supriya Pathak	Q7645142
Dharmasena Pathiraja	Q972060
Pratibha Patil	Q47854
Smita Patil	Q467960
Alan Paton	Q361623
Danica Patrick	Q213448
Saint Patrick	Q165479
Carly Patterson	Q240705
Clair Patterson	Q289502
James Patterson	Q311671
P. J. Patterson	Q109130
Adelina Patti	Q234166
Robert Pattinson	Q36767
Charley Patton	Q354519
George S. Patton	Q186492
Pope Paul VI	Q16975
Aaron Paul	Q302491
Alice Paul	Q127328
Les Paul	Q262399
Logan Paul	Q24451685
Sean Paul	Q200577
Wolfgang Paul	Q57227
Sua Sulu'ape Paulo II	Q7630423
Axel Paulsen	Q28943
Rob Paulsen	Q311987
Pausanias (geographer)	Q192931
Pausanias of Orestis	Q457994
Laura Pausini	Q170697
Lyudmila Pavlichenko	Q145065
Blanca Estela Pavón	Q4924758
Katina Paxinou	Q230128
Jeremy Paxman	Q1942003
Robert Paxton	Q1229212
Samart Payakaroon	Q3107899
Aditya Chopra	Q357608
Cecilia Payne-Gaposchkin	Q234909
Walter Payton	Q963117
Faramarz Payvar	Q2629268
Mariano Rivera Paz	Q734565
Octavio Paz	Q46739
George Peabody	Q910862
Thomas Love Peacock	Q561408
Mervyn Peake	Q6515
Norman Vincent Peale	Q708251
Giuseppe Peano	Q191029
Pearl Jam	Q142701
Gawain Poet	Q1792099
Daniel Pearl	Q357936
Patrick Pearse	Q274143
Lester B. Pearson	Q128604
Sally Pearson	Q6026
Robert Peary	Q186585
Claudia Pechstein	Q57415
Sam Peckinpah	Q51461
Jim Peebles	Q728331
Kim Peek	Q296790
John Peel	Q326542
Alfred Peet	Q1971109
Adolphe Pégoud	Q365814
Charles Péguy	Q334965
Leonard Peikoff	Q1235503
Floriano Peixoto	Q238688
Abedi Pele	Q336916
Victor Pelevin	Q246722
Henry Pelham	Q244766
César Pelli	Q309483
Nancy Pelosi	Q170581
John Stith Pemberton	Q215959
Pemulwuy	Q941321
Enrique Peña Nieto	Q296741
Krzysztof Penderecki	Q153469
Peng Dehuai	Q381823
Oleg Penkovsky	Q138420
Penn & Teller	Q130317
Arthur Penn	Q41136
B.J. Penn	Q402779
Irving Penn	Q318604
Sean Penn	Q44221
William Penn	Q209152
D. A. Pennebaker	Q225852
Roger Penrose	Q193803
Arno Allan Penzias	Q172877
Willie Pep	Q1337778
Pepin of Herstal	Q91392
Pepin the Short	Q81212
Jacques Pépin	Q1132519
Samuel Pepys	Q106143
Murray Perahia	Q326221
Spencer Perceval	Q233992
Arthur Percival	Q19175
Walker Percy	Q176909
Georges Perec	Q157303
Marie-José Pérec	Q228808
Aristides Pereira	Q298609
Bob Perelman	Q4933633
Grigori Perelman	Q117346
Shimon Peres	Q57410
Marguerite Perey	Q241822
Javier Pérez de Cuéllar	Q1259
Alonso de Guzmán y Sotomayor, 7th Duke of Medina Sidonia	Q278954
Juan Pérez de Montalbán	Q3100564
Adolfo Pérez Esquivel	Q206505
Benito Pérez Galdós	Q189869
Marcos Pérez Jiménez	Q459118
Pérez Prado	Q154809
Arturo Pérez-Reverte	Q155106
Carlos Andrés Pérez	Q295790
Perfume (Japanese band)	Q494703
Giovanni Battista Pergolesi	Q185312
Jacopo Peri	Q205519
Lester James Peries	Q3236797
Sumitra Peries	Q286849
Dom Pérignon (monk)	Q348666
Anthony Perkins	Q193146
Carl Perkins	Q310339
Charles Perkins (Aboriginal activist)	Q1065753
Frances Perkins	Q254478
Sandra Elkasević	Q6379
Martin Lewis Perl	Q107416
Itzhak Perlman	Q215905
Saul Perlmutter	Q106949
Fritz Perls	Q60750
Laura Perls	Q65982
Eva Perón	Q40933
Ross Perot	Q313697
Pérotin	Q206275
Sophia Perovskaya	Q1823663
Jean Perrin	Q134085
Jules Perrot	Q554284
Anne Perry	Q288627
Ellyse Perry	Q600090
Fred Perry	Q312639
Katy Perry	Q42493
Lee "Scratch" Perry	Q315417
Luke Perry	Q318165
Matthew Perry	Q171758
Matthew C. Perry	Q61855
Oliver Hazard Perry	Q580513
Tyler Perry	Q686301
Saint-John Perse	Q132684
Artaxerxes III	Q192867
Markus Persson	Q266224
Vincenzo Peruggia	Q361362
Pietro Perugino	Q5827
Joe Pesci	Q20178
Epitácio Pessoa	Q311119
Johann Heinrich Pestalozzi	Q105428
Rattana Pestonji	Q6585331
Pet Shop Boys	Q485625
Clara Petacci	Q275987
Philippe Pétain	Q5721
Petchara Chaowarat	Q6665137
Peter III of Aragon	Q312311
Peter IV of Aragon	Q336823
Peter Chrysologus	Q328742
Peter the Hermit	Q311845
Peter, Paul and Mary	Q654716
Stefanie Petermichl	Q1576014
Noah (band)	Q1379338
Arno Peters	Q28328
Bernadette Peters	Q231391
Lenrie Peters	Q576088
Russell Peters	Q470906
Thomas Peters (revolutionary)	Q3347578
David J. Peterson	Q16221516
Hector Pieterson	Q982141
Jordan Peterson	Q6276882
Oscar Peterson	Q105349
Alexandre Pétion	Q353464
Lucien Petit-Breton	Q318033
Philippe Petit	Q705289
Roland Petit	Q367396
Symon Petliura	Q212676
Le Pétomane	Q318582
David Petraeus	Q28591
Flinders Petrie	Q220130
Tigran Petrosian	Q180636
Joseph Petrosino	Q1361956
Stanislav Petrov	Q52412
Dražen Petrović	Q209982
Lyudmila Petrushevskaya	Q183382
Bob Pettit	Q368561
Richard Petty	Q355130
Tom Petty	Q311655
William Petty	Q278699
PewDiePie	Q13423853
Peyo	Q309945
Bernard Peyrilhe	Q4893529
Johannes Pfefferkorn	Q66486
Dadasaheb Phalke	Q512431
Phạm Tuân	Q353687
Phan Bội Châu	Q714924
Phan Đình Phùng	Q5260210
Phan Thi Kim Phuc	Q233383
Pheidippides	Q313728
Edmund Phelps	Q192566
Plaek Phibunsongkhram	Q152777
Regis Philbin	Q463673
Kim Philby	Q296313
François-André Danican Philidor	Q203229
Philip I of France	Q58907
Philip II, Metropolitan of Moscow	Q2263654
Philip III of France	Q172203
Philip III of Spain	Q34464
Philip V of France	Q8433
Philip VI of France	Q170586
Philip the Apostle	Q43675
Philip the Arab	Q1817
Philip the Good	Q239337
Gérard Philipe	Q150662
Frits Philips	Q658734
Katherine Philips	Q2172000
Arthur Phillip	Q311548
Irna Phillips	Q2340742
Julia Phillips	Q2613709
Sam Phillips	Q321354
William Daniel Phillips	Q190756
Philo	Q189597
Philopoemen	Q366117
John Philoponus	Q317632
Joaquin Phoenix	Q185140
Kaysone Phomvihane	Q320100
Phormio	Q2338787
Phryne	Q232790
Vũ Trọng Phụng	Q1611010
Maurice Pialat	Q503898
Renzo Piano	Q190148
Gregor Piatigorsky	Q364868
Francesco Maria Piave	Q334205
Paloma Picasso	Q270356
Bertrand Piccard	Q366255
Jacques Piccard	Q315231
Michel Piccoli	Q295257
T. Boone Pickens	Q370092
Edward Charles Pickering	Q156896
Georges Picquart	Q717539
Ferdinand Piëch	Q78713
Francois Pienaar	Q168675
Franklin Pierce	Q12312
Jack Pierce (make-up artist)	Q324604
DBC Pierre	Q336565
Albert Pierrepoint	Q945914
Antonio Pigafetta	Q310922
Lester Piggott	Q377345
Arthur Cecil Pigou	Q313034
Zebulon Pike	Q169549
Thomas Piketty	Q984448
Marcelo H. del Pilar	Q312542
Pontius Pilate	Q17131
Percy Pilcher	Q1930595
John Pilger	Q471546
Pisith Pilika	Q7198353
Dhanraj Pillay	Q3519483
Patriarch Pimen I of Moscow	Q547687
Paul Pimsleur	Q2634543
Gregory G. Pincus	Q334361
Pindar	Q134929
Lynden Pindling	Q920953
Sebastián Piñera	Q306
Joseph Pinetti	Q3108128
Sister Ping	Q7531177
Pingala	Q527384
Robert Pinget	Q123389
Pink (singer)	Q160009
Pink Lady (duo)	Q498416
Steven Pinker	Q212730
Allan Pinkerton	Q365650
Harold Pinter	Q41042
Manuel Pinto da Costa	Q295049
Fernão Mendes Pinto	Q363923
Martín Alonso Pinzón	Q505653
Vicente Yáñez Pinzón	Q312765
Padre Pio	Q193754
Peter Piot	Q493567
Roddy Piper	Q59630
Henri Pirenne	Q312501
Nikolay Pirogov	Q315266
Niko Pirosmani	Q310896
Robert M. Pirsig	Q366575
Andrea Pisano	Q311031
Giovanni Pisano	Q314932
Nicola Pisano	Q364413
Aleksey Pisemsky	Q470371
Christopher A. Pissarides	Q109582
Joseph D. Pistone	Q714304
Oscar Pistorius	Q201377
Brad Pitt	Q35332
Pope Pius VI	Q128019
Pope Pius VII	Q124754
Pope Pius X	Q43739
Pope Pius XII	Q2604
Antoninus Pius	Q1429
Frances Fox Piven	Q274697
Pixies (band)	Q188464
Pixinguinha	Q281086
Piye	Q315695
Gonzalo Pizarro	Q435292
Hernando Pizarro	Q719855
Robert Plant	Q428223
Jacques Plante	Q538935
Alvin Plantinga	Q355201
Michel Platini	Q4261
Andrei Platonov	Q315147
Pierre Guillaume Frédéric le Play	Q452627
Gary Player	Q469721
William Playfair	Q738532
Thomas Playford IV	Q528382
Galo Plaza	Q887063
Donald Pleasence	Q314914
Jože Plečnik	Q314886
Georgi Plekhanov	Q182905
Pliny the Younger	Q168707
Maya Plisetskaya	Q460756
Issa Pliyev	Q670030
Robert Plomin	Q3401334
Igor Plotnitsky	Q17582456
Christopher Plummer	Q190523
Evgeni Plushenko	Q992223
Pocahontas	Q193406
Nikolai Podgorny	Q295781
Lilia Podkopayeva	Q237276
Fernando Poe Jr.	Q1373770
Amy Poehler	Q230203
Tadej Pogačar	Q26904312
Hifikepunye Pohamba	Q57469
Raymond Poincaré	Q191974
Jean Léonard Marie Poiseuille	Q550943
Pokimane	Q55956238
John Polanyi	Q237825
Karl Polanyi	Q318029
Michael Polanyi	Q163087
Judit Polgár	Q183250
The Police	Q178095
John William Polidori	Q364264
Anna Politkovskaya	Q131240
Hugh David Politzer	Q107407
James K. Polk	Q11891
Sydney Pollack	Q51522
Graeme Pollock	Q984333
Sergei Polunin	Q4370991
George Pólya	Q296259
Valeri Polyakov	Q317792
Polybius	Q131169
Polycarp	Q192371
Polygnotus	Q182855
Polykleitos	Q193422
Pōmare I	Q887971
Pōmare IV	Q466838
Pōmare V	Q879812
Pōmare II	Q887744
Madame de Pompadour	Q188965
Raul Pompeia	Q3064910
Sextus Pompey	Q295228
Georges Pompidou	Q2185
Pomponius Mela	Q297515
Francis Ponge	Q551749
Stanisław August Poniatowski	Q54019
Rosa Ponselle	Q260264
Gillo Pontecorvo	Q53031
Pontiac (Odawa leader)	Q314960
Ricky Ponting	Q472649
Henrik Pontoppidan	Q225554
Pontormo	Q207929
Charles Ponzi	Q360145
Jintara Poonlarp	Q383197
Po'pay	Q1479984
Aleksandr Popov (physicist)	Q191799
Oleg Popov	Q173834
Gregg Popovich	Q456730
Frank Popper	Q3082774
Petro Poroshenko	Q58077
Porphyry of Tyre	Q203445
Ferdinand Porsche	Q57249
Richard Porson	Q852657
Giacomo della Porta	Q175566
Cole Porter	Q215120
Edwin S. Porter	Q347864
Michael Porter	Q272146
Peter Porter (poet)	Q1528113
Portishead (band)	Q191352
William Cavendish-Bentinck, 3rd Duke of Portland	Q157208
Natalie Portman	Q37876
Porus	Q28935
Posidonius	Q185770
Richard Posner	Q533583
Sydney Possuelo	Q1363174
Neil Postman	Q436131
Grigory Potemkin	Q243201
Beatrix Potter	Q214565
Francis Poulenc	Q191408
Marie-Philip Poulin	Q2073655
Dick Pound	Q1398503
Anthony Powell	Q573813
Bud Powell	Q312692
C. F. Powell	Q178103
Colin Powell	Q150851
Eleanor Powell	Q256117
Enoch Powell	Q333028
Michael Powell	Q55234
Mike Powell (long jumper)	Q271952
William Powell	Q105960
Tyrone Power	Q309989
Ann Powers	Q12066347
Powhatan (Native American leader)	Q578878
Moana Pozzi	Q242219
Vittorio Pozzo	Q318041
Velupillai Prabhakaran	Q204016
Prabhākara	Q15632651
Pushpa Kamal Dahal	Q315500
Miuccia Prada	Q242342
Cheryl Praeger	Q1070533
Garab Dorje	Q1348937
Prajadhipok	Q313124
Slobodan Praljak	Q1270169
Pran (actor)	Q3111264
Ludwig Prandtl	Q76683
Rajendra Prasad	Q197736
Terry Pratchett	Q46248
Pratinas	Q1362371
Charles Pratt	Q3373540
Chris Pratt	Q503706
Hugo Pratt	Q12113
Praxiteles	Q105290
Otto Preminger	Q52997
Edward C. Prescott	Q312585
William H. Prescott	Q505844
France Prešeren	Q1031
Emeric Pressburger	Q55230
Luís Carlos Prestes	Q742047
Billy Preston	Q311450
Jacques Prévert	Q165274
André Previn	Q155712
Abbé Prévost	Q311480
Marie Prevost	Q446120
George Cadle Price	Q542559
Leontyne Price	Q233718
Vincent Price	Q219640
Charley Pride	Q1066772
J. B. Priestley	Q443528
Guillermo Prieto	Q3544169
Ilya Prigogine	Q183509
Dmitri Prigov	Q537003
Miguel Primo de Rivera	Q192894
William Primrose	Q541922
Erik Prince	Q749887
Harold Prince	Q605924
Richard Prince	Q661520
Princes in the Tower	Q648580
Gavrilo Princip	Q80492
John Prine	Q520296
Birgit Prinz	Q109868
Carlos Prío Socarrás	Q655779
Matthew Prior	Q1256302
Proclus	Q271809
Procopius	Q186153
Adelaide Anne Procter	Q4681673
Joan Beauchamp Procter	Q1690717
William Procter (industrialist)	Q556384
The Prodigy	Q7256860
Toše Proeski	Q220645
Alf Prøysen	Q1323220
Alexander Prokhorov	Q83552
Mikhail Prokhorov	Q233581
Prokop the Great	Q366500
Vladimir Propp	Q313455
Alain Prost	Q10494
Protagoras	Q169243
Sully Prudhomme	Q42247
Bolesław Prus	Q144439
Jonathan Pryce	Q312702
Nikolay Przhevalsky	Q192442
Psamtik II	Q373521
Michael Psellos	Q294109
Pseudo-Democritus	Q3409585
Psy	Q20150
Ptolemy II Philadelphus	Q39576
Ptolemy III Euergetes	Q39602
Ptolemy XII Auletes	Q39991
Public Enemy	Q209182
Wolfgang Puck	Q78893
Hermann, Fürst von Pückler-Muskau	Q61797
Vsevolod Pudovkin	Q55195
Tito Puente	Q317122
Alla Pugacheva	Q80510
Lewis Pugh	Q715979
Carles Puigdemont	Q4740163
Pulakeshin II	Q708370
Casimir Pulaski	Q381854
John Pule	Q1222678
George Pullman	Q362760
Philip Pullman	Q190220
Jan Evangelista Purkyně	Q159542
Melvin Purvis	Q765838
Ferenc Puskás	Q482931
Titiek Puspa	Q6147504
Pussy Riot	Q7551
Hilary Putnam	Q221697
Robert D. Putnam	Q351815
Radomir Putnik	Q313133
Mario Puzo	Q182870
Ernie Pyle	Q38415
Thomas Pynchon	Q35155
Pyrrho	Q192313
Ivan Pyryev	Q552450
Pytheas	Q189971
Fath-Ali Shah Qajar	Q175299
Agha Mohammad Khan Qajar	Q324974
Naser al-Din Shah Qajar	Q159416
Abdul-Karim Qasim	Q299732
Qi Baishi	Q369608
Qian Zhongshu	Q559750
Bo Gu	Q1329301
Qin Jiushao	Q565225
Qiu Jin	Q465324
Qiu Ying	Q769372
Qiu Zhu	Q68469426
Imru' al-Qais	Q1051776
Mary Quant	Q234147
Benjamin Arthur Quarles	Q4888218
Salvatore Quasimodo	Q83038
Queen Latifah	Q1112005
Rachel de Queiroz	Q283964
Didier Queloz	Q124013
Raymond Queneau	Q218690
Joel Quenneville	Q1387131
Jacopo della Quercia	Q314797
François Quesnay	Q13575
Manuel L. Quezon	Q1503
Phineas Parkhurst Quimby	Q1465045
Willard Van Orman Quine	Q214969
Anthony Quinn	Q83484
Elpidio Quirino	Q319943
Vidkun Quisling	Q151364
Abai Qunanbaiuly	Q304890
Al-Qurtubi	Q1151805
Al-Qushayri	Q4115259
Shukri al-Quwatli	Q59981
Ngô Quyền	Q699904
R. Nataraja Mudaliar	Q16067202
R.E.M.	Q134969
Sun Ra	Q354508
Stefan Raab	Q6969
Jean-Joseph Rabearivelo	Q671601
Jacques Rabemananjara	Q1374750
